RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Bad,71,194.0,3,115,14,2,1,94,4.0,5,5,16,1,31,36,3,3,10,,1,2,0.0,50,0.5319148936170213,True,True,88.0,8
Good,87,264.0,8,138,28,0,0,100,122.0,7,7,60,2,17,8,0,0,4,82.0,1,2,0.0,57,0.15600624024961,False,False,47.0,34
Good,77,142.0,4,71,33,0,0,100,122.0,7,7,33,2,55,1,2,2,0,78.0,2,5,0.0,78,0.15600624024961,False,False,100.0,25
Bad,63,198.0,2,54,19,0,0,90,1.0,6,6,20,4,60,0,0,0,72,68.0,3,4,2.0,88,0.5319148936170213,True,True,95.0,17
Bad,67,153.0,1,44,22,0,0,100,122.0,7,7,24,5,33,0,3,2,26,20.0,11,2,1.0,87,0.15600624024961,False,False,92.0,20
Good,77,161.0,2,60,12,0,0,92,7.0,6,6,13,3,46,5,0,0,6,99.0,2,3,0.0,63,0.5319148936170213,True,True,92.0,8
Bad,84,142.0,17,65,12,0,0,100,122.0,7,7,13,0,42,36,0,0,17,,2,2,0.0,57,0.15600624024961,False,False,92.0,7
Good,73,422.0,2,62,42,0,0,98,11.0,6,6,43,8,23,0,4,4,12,,4,2,0.0,44,0.5319148936170213,True,True,98.0,18
Bad,58,167.0,3,62,24,1,1,80,1.0,6,2,25,1,24,1,1,1,0,48.0,0,3,0.0,33,0.5319148936170213,True,True,96.0,8
Good,77,52.0,27,37,4,0,0,75,28.0,7,6,4,0,50,0,0,0,0,,0,1,0.0,33,0.15600624024961,True,False,100.0,1
Bad,70,250.0,11,60,15,0,0,100,122.0,7,7,15,2,40,2,2,2,63,,5,2,2.0,100,0.15600624024961,False,False,100.0,15
Good,88,161.0,12,49,7,0,0,100,122.0,7,7,15,0,29,11,0,0,0,,0,1,0.0,33,0.15600624024961,False,False,47.0,4
Bad,60,299.0,6,123,9,2,2,60,30.0,7,4,9,3,27,0,1,1,65,70.0,6,2,0.0,100,0.15600624024961,True,False,100.0,9
Good,79,199.0,7,121,18,0,0,100,122.0,7,7,51,1,11,0,1,1,21,15.0,5,1,1.0,75,0.15600624024961,False,False,35.0,38
Bad,60,49.0,2,25,24,0,0,100,122.0,7,7,25,6,32,0,2,2,35,73.0,9,4,2.0,72,0.15600624024961,False,False,96.0,18
Good,79,331.0,12,97,19,1,0,95,29.0,7,5,30,0,43,13,0,0,33,83.0,3,2,1.0,56,0.15600624024961,True,False,63.0,16
Good,72,198.0,2,55,30,0,0,100,122.0,7,7,31,3,45,0,1,1,37,87.0,4,4,2.0,67,0.15600624024961,False,False,97.0,20
Good,78,141.0,6,63,22,0,0,100,122.0,7,7,22,1,45,0,0,0,46,38.0,2,3,1.0,63,0.15600624024961,False,False,100.0,13
Good,86,403.0,3,131,18,0,0,100,122.0,7,7,21,2,24,0,4,4,2,,4,2,0.0,40,0.15600624024961,False,False,86.0,8
Bad,77,305.0,2,84,16,0,0,90,22.0,7,6,20,4,65,0,3,3,11,87.0,3,2,1.0,71,0.15600624024961,True,False,80.0,14
Bad,80,208.0,7,116,15,0,0,100,122.0,7,7,15,2,27,1,1,1,38,34.0,3,3,0.0,86,0.15600624024961,False,False,100.0,12
Bad,68,299.0,3,73,19,0,0,95,34.0,7,6,19,1,37,2,2,2,60,,5,1,3.0,60,0.15600624024961,True,False,100.0,11
Good,80,151.0,8,62,15,0,0,100,122.0,7,7,16,1,19,0,2,2,2,,4,1,0.0,50,0.15600624024961,False,False,94.0,8
Bad,69,63.0,1,32,16,0,0,100,122.0,7,7,17,3,41,36,7,7,45,57.0,5,3,0.0,80,0.15600624024961,False,False,94.0,13
Good,73,196.0,14,85,31,0,0,97,23.0,7,6,33,0,42,0,0,0,53,,4,1,1.0,100,0.15600624024961,True,False,94.0,33
Bad,62,150.0,13,80,21,1,1,87,8.0,2,6,23,0,30,14,0,0,40,,7,1,0.0,100,0.5319148936170213,True,True,91.0,23
Bad,58,101.0,8,52,33,0,0,100,122.0,7,7,34,3,15,0,0,0,96,65.0,13,3,8.0,100,0.15600624024961,False,False,97.0,34
Bad,65,192.0,8,76,35,0,0,94,17.0,7,6,35,2,26,0,1,1,39,84.0,7,3,4.0,53,0.15600624024961,True,False,100.0,18
Good,90,501.0,10,161,11,0,0,100,122.0,7,7,11,1,27,0,0,0,9,,1,1,0.0,25,0.15600624024961,False,False,100.0,2
Good,59,178.0,16,87,16,4,2,71,19.0,7,4,22,0,48,0,2,2,96,59.0,2,3,1.0,75,0.15600624024961,True,False,73.0,16
Bad,75,146.0,2,69,24,0,0,100,122.0,7,7,25,2,52,4,1,1,58,99.0,3,3,1.0,86,0.15600624024961,False,False,96.0,21
Good,88,342.0,50,256,7,0,0,100,122.0,7,7,7,0,0,0,0,0,12,,3,2,0.0,60,0.15600624024961,False,False,100.0,4
Good,66,305.0,36,134,26,1,0,90,8.0,6,5,29,0,28,5,0,0,46,,6,2,3.0,62,0.5319148936170213,True,True,90.0,17
Good,86,380.0,3,138,23,0,0,100,122.0,7,7,23,1,13,0,1,1,5,99.0,3,2,0.0,42,0.15600624024961,False,False,100.0,9
Bad,73,74.0,27,48,3,0,0,100,122.0,7,7,3,0,100,0,2,2,27,98.0,3,1,0.5,100,0.15600624024961,False,False,100.0,3
Bad,70,299.0,3,104,33,1,1,97,16.0,7,2,37,4,8,0,3,3,6,92.0,7,2,1.0,41,0.15600624024961,True,False,89.0,15
Good,64,162.0,2,53,14,0,0,100,122.0,7,7,15,2,27,2,1,1,63,88.0,7,3,4.0,100,0.15600624024961,False,False,93.0,15
Good,78,130.0,4,64,22,0,0,100,122.0,7,7,22,1,18,36,5,5,10,,3,2,1.0,43,0.15600624024961,False,False,100.0,9
Good,85,275.0,2,83,15,0,0,100,122.0,7,7,17,1,18,1,1,1,5,,2,2,1.0,25,0.15600624024961,False,False,88.0,4
Good,82,215.0,32,73,10,0,0,100,122.0,7,7,10,0,60,36,1,0,0,26.0,2,4,1.0,100,0.15600624024961,False,False,100.0,10
Bad,59,382.0,16,117,18,10,9,65,9.0,6,3,23,0,35,0,2,2,36,18.0,3,2,0.0,56,0.5319148936170213,True,True,78.0,12
Good,81,202.0,5,106,37,0,0,95,40.0,7,6,44,1,46,1,1,1,0,92.0,2,2,0.0,36,0.15600624024961,True,False,84.0,15
Bad,57,183.5,6,91,10,1,0,47,2.0,6,5,16,1,31,36,0,0,91,29.0,4,1,2.0,86,0.5319148936170213,True,True,62.0,13
Good,80,193.0,8,88,25,0,0,100,122.0,7,7,26,1,12,12,0,0,30,,3,2,1.0,33,0.15600624024961,False,False,96.0,8
Bad,61,33.0,7,18,5,0,0,100,122.0,7,7,7,1,80,36,0,0,92,,1,1,0.5,100,0.15600624024961,False,False,71.0,7
Bad,86,438.0,4,81,12,0,0,92,57.5,7,6,12,1,42,0,0,0,5,,3,1,0.0,57,0.15600624024961,True,False,100.0,6
Bad,78,191.0,51,120,8,1,0,50,10.0,6,5,12,0,25,36,1,1,0,,1,1,0.0,50,0.5319148936170213,True,True,67.0,6
Bad,65,186.0,3,66,23,0,0,96,32.0,7,6,23,2,48,36,7,7,55,27.0,7,4,1.0,92,0.15600624024961,True,False,100.0,21
Bad,86,219.0,4,79,19,0,0,95,57.5,7,6,19,1,32,36,2,2,2,,1,2,0.0,14,0.15600624024961,True,False,100.0,2
Good,65,183.0,16,77,24,0,0,96,7.0,6,6,24,0,33,19,0,0,45,77.0,3,4,3.0,70,0.5319148936170213,True,True,100.0,16
Bad,87,120.0,12,59,26,0,0,100,122.0,7,7,26,0,54,36,1,1,1,,2,1,0.0,75,0.15600624024961,False,False,100.0,19
Good,85,190.0,2,49,9,0,0,100,122.0,7,7,10,2,30,3,1,1,5,56.0,2,2,0.0,57,0.15600624024961,False,False,90.0,5
Bad,68,132.0,9,65,34,0,0,100,122.0,7,7,36,2,38,6,0,0,50,88.0,6,2,4.0,62,0.15600624024961,False,False,94.0,22
Good,85,177.0,4,63,11,0,0,100,122.0,7,7,11,2,27,0,0,0,0,89.0,2,3,0.0,56,0.15600624024961,False,False,100.0,6
Bad,73,190.0,19,68,37,0,0,100,122.0,7,7,41,0,7,0,0,0,41,,14,1,7.0,63,0.15600624024961,False,False,90.0,25
Good,60,230.0,1,90,29,2,2,91,10.0,2,3,32,1,28,0,3,3,46,59.0,8,3,4.0,55,0.5319148936170213,True,True,91.0,17
Good,72,226.0,6,127,42,0,0,95,21.0,7,6,43,2,40,36,1,1,38,47.0,10,2,1.0,71,0.15600624024961,True,False,98.0,30
Good,73,356.0,8,165,7,1,1,86,59.0,7,6,7,1,29,0,0,0,27,77.0,2,1,0.0,75,0.15600624024961,True,False,100.0,5
Good,63,211.0,13,76,15,2,2,74,9.0,4,2,19,0,5,0,7,7,1,,1,2,0.0,14,0.5319148936170213,True,True,79.0,2
Bad,65,80.0,2,45,31,2,1,81,18.0,7,4,38,8,27,36,3,3,8,98.0,1,3,0.5,29,0.15600624024961,True,False,82.0,11
Bad,72,290.0,7,64,19,0,0,100,122.0,7,7,19,3,26,7,0,0,25,,5,1,0.0,50,0.15600624024961,False,False,100.0,9
Good,89,283.0,13,116,30,0,0,100,122.0,7,7,32,0,19,0,1,0,4,33.0,3,2,0.0,50,0.15600624024961,False,False,94.0,16
Good,70,184.0,3,40,15,0,0,87,19.0,7,6,17,4,53,3,3,3,22,97.0,2,2,0.0,50,0.15600624024961,True,False,88.0,8
Good,75,167.0,1,70,7,0,0,88,57.5,7,6,8,1,25,0,0,0,18,100.0,2,2,2.0,57,0.15600624024961,True,False,88.0,4
Good,87,229.0,4,100,22,0,0,100,122.0,7,7,25,2,44,1,2,2,16,83.0,5,2,0.0,64,0.15600624024961,False,False,88.0,16
Good,72,149.0,2,63,46,0,0,100,122.0,7,7,49,4,51,36,4,4,34,83.0,4,5,2.0,75,0.15600624024961,False,False,94.0,36
Bad,74,235.0,12,120,34,0,0,100,122.0,7,7,34,0,32,0,0,0,52,58.0,13,3,4.0,74,0.15600624024961,False,False,100.0,25
Good,86,166.0,2,77,9,0,0,100,122.0,7,7,10,1,40,0,5,5,7,,1,1,0.0,33,0.15600624024961,False,False,90.0,3
Bad,62,183.5,6,66,12,2,0,79,10.0,6,5,14,2,36,36,1,1,44,,1,1,1.0,33,0.5319148936170213,True,True,86.0,4
Good,56,182.0,7,105,16,4,4,65,4.0,2,2,20,3,25,0,1,1,43,,3,2,1.0,38,0.5319148936170213,True,True,80.0,7
Bad,74,101.0,4,59,13,0,0,100,122.0,7,7,14,1,50,36,2,2,47,57.0,2,3,1.0,100,0.15600624024961,False,False,93.0,14
Good,91,178.0,100,132,5,0,0,100,122.0,7,7,7,0,71,3,1,1,0,,0,2,0.0,0,0.15600624024961,False,False,71.0,0
Bad,60,115.0,4,48,18,1,0,89,1.0,5,5,19,4,58,36,4,4,44,81.0,4,3,1.0,88,0.5319148936170213,True,True,95.0,16
Good,73,243.0,18,122,20,0,0,95,3.0,6,6,21,0,5,36,3,3,1,,4,2,0.0,44,0.5319148936170213,True,True,95.0,9
Bad,76,315.0,13,117,35,0,0,97,40.0,7,6,35,0,17,0,1,1,15,57.0,10,5,2.0,53,0.15600624024961,True,False,100.0,18
Bad,68,183.5,2,114,18,3,3,95,20.0,7,2,21,2,38,36,4,4,5,92.0,1,2,0.0,50,0.15600624024961,True,False,86.0,10
Bad,74,279.0,3,90,31,1,1,97,12.0,7,4,33,3,18,0,2,2,5,95.0,4,3,0.0,47,0.15600624024961,True,False,94.0,15
Good,70,327.0,4,82,37,0,0,100,122.0,7,7,37,4,16,0,3,2,31,88.0,7,3,3.0,56,0.15600624024961,False,False,100.0,20
Bad,65,183.5,6,60,3,5,3,50,14.0,2,5,6,3,17,9,0,0,5,,3,2,0.0,60,0.5319148936170213,True,True,50.0,3
Good,85,216.0,26,89,14,0,0,100,122.0,7,7,15,0,33,0,0,0,25,,2,1,0.0,50,0.15600624024961,False,False,93.0,7
Bad,67,213.0,1,56,53,1,0,98,42.0,7,5,59,11,18,2,2,2,22,89.0,7,5,1.0,52,0.15600624024961,True,False,90.0,30
Good,69,261.0,10,100,22,0,0,95,10.0,6,6,22,1,32,0,0,0,57,,7,1,2.0,89,0.5319148936170213,True,True,100.0,19
Good,85,158.0,16,70,8,0,0,100,122.0,7,7,8,0,25,6,0,0,20,80.0,3,2,0.0,83,0.15600624024961,False,False,100.0,6
Good,82,237.0,15,88,28,0,0,100,122.0,7,7,31,0,13,14,0,0,7,48.0,4,2,0.0,43,0.15600624024961,False,False,90.0,13
Good,88,211.0,20,103,13,0,0,100,122.0,7,7,14,0,57,36,0,0,0,19.0,2,3,0.0,71,0.15600624024961,False,False,93.0,9
Bad,69,77.0,8,45,28,0,0,100,122.0,7,7,29,3,38,0,0,0,39,72.0,4,5,0.0,75,0.15600624024961,False,False,97.0,21
Bad,66,337.0,7,112,38,0,0,98,8.0,6,6,40,1,28,0,1,1,46,81.0,8,4,3.0,71,0.5319148936170213,True,True,95.0,28
Bad,61,157.0,2,53,24,0,0,84,1.0,6,6,25,4,36,0,0,0,41,98.0,1,4,1.0,55,0.5319148936170213,True,True,96.0,13
Bad,63,349.0,4,111,34,0,0,97,16.0,7,6,35,1,6,19,0,0,83,,18,1,12.0,91,0.15600624024961,True,False,97.0,31
Good,85,221.0,2,46,62,0,0,100,122.0,7,7,63,6,16,0,2,2,0,,4,3,0.0,21,0.15600624024961,False,False,98.0,13
Good,88,185.0,19,92,28,0,0,100,122.0,7,7,28,0,50,16,0,0,8,62.0,2,3,0.0,63,0.15600624024961,False,False,100.0,17
Bad,60,141.0,50,94,13,2,2,73,4.0,6,6,15,0,27,0,0,0,61,,2,1,0.0,100,0.5319148936170213,True,True,87.0,15
Good,72,158.0,6,81,11,0,0,80,2.0,6,6,15,3,7,11,0,0,11,,3,1,0.0,44,0.5319148936170213,True,True,73.0,6
Good,65,176.0,5,72,12,2,2,79,10.0,6,3,14,2,36,20,0,0,58,,5,1,3.0,60,0.5319148936170213,True,True,86.0,8
Good,77,273.0,3,98,26,0,0,96,6.0,6,6,28,1,39,0,0,0,11,,2,1,2.0,33,0.5319148936170213,True,True,93.0,9
Bad,66,87.0,6,51,31,0,0,100,122.0,7,7,31,4,32,36,0,0,49,91.0,8,3,1.0,79,0.15600624024961,False,False,100.0,24
Good,76,197.0,8,73,19,2,0,86,19.0,7,5,22,2,24,8,0,0,7,,1,1,0.0,29,0.15600624024961,True,False,86.0,6
Good,89,441.0,75,194,12,0,0,100,122.0,7,7,13,0,25,9,0,0,5,,2,1,0.0,43,0.15600624024961,False,False,92.0,5
Bad,72,171.0,3,68,21,0,0,96,49.0,7,6,24,4,33,0,4,4,36,22.0,4,2,1.0,67,0.15600624024961,True,False,88.0,16
Good,74,151.0,13,66,45,0,0,100,122.0,7,7,46,0,9,0,0,0,19,,7,1,3.0,50,0.15600624024961,False,False,98.0,23
Good,71,245.0,6,62,33,1,0,97,10.0,5,5,34,1,24,36,0,0,19,56.0,7,3,0.0,50,0.5319148936170213,True,True,97.0,17
Bad,64,127.0,7,66,20,5,5,70,6.0,6,2,23,1,52,0,0,0,0,79.0,1,4,0.5,86,0.5319148936170213,True,True,87.0,19
Good,86,186.0,0,102,12,0,0,100,122.0,7,7,14,1,50,0,0,0,37,,3,1,0.0,80,0.15600624024961,False,False,86.0,11
Bad,64,204.0,14,118,17,0,0,78,1.0,6,6,18,0,56,0,0,0,48,51.0,6,1,0.0,88,0.5319148936170213,True,True,94.0,15
Bad,67,117.0,1,46,10,0,0,92,13.0,7,6,12,2,42,36,1,1,60,55.0,3,2,2.0,71,0.15600624024961,True,False,83.0,8
Bad,69,130.0,2,60,13,3,1,82,41.0,7,2,18,1,53,0,3,3,6,60.0,3,4,1.0,88,0.15600624024961,True,False,72.0,15
Bad,71,206.0,2,85,34,0,0,100,122.0,7,7,35,1,34,0,1,1,95,61.0,5,2,5.0,70,0.15600624024961,False,False,97.0,24
Good,79,200.0,5,86,26,0,0,100,122.0,7,7,30,1,67,0,1,1,57,97.0,4,2,1.0,100,0.15600624024961,False,False,87.0,30
Bad,75,200.0,1,63,48,0,0,98,25.0,7,6,53,2,31,36,1,1,41,,3,1,1.0,36,0.15600624024961,True,False,91.0,19
Good,81,266.0,2,51,29,0,0,100,122.0,7,7,30,4,53,0,1,1,9,88.0,3,6,0.0,83,0.15600624024961,False,False,97.0,24
Good,86,141.0,2,64,14,0,0,100,122.0,7,7,18,3,72,2,3,3,0,90.0,0,3,0.0,60,0.15600624024961,False,False,78.0,10
Good,72,103.0,8,45,20,0,0,100,122.0,7,7,21,2,52,0,1,1,71,90.0,1,3,1.0,80,0.15600624024961,False,False,95.0,16
Good,75,189.0,11,73,27,0,0,96,58.0,7,6,28,1,43,22,0,0,65,78.0,3,3,2.0,75,0.15600624024961,True,False,96.0,21
Good,64,173.0,1,69,43,0,0,93,3.0,6,6,55,4,20,0,2,2,11,100.0,4,2,0.0,35,0.5319148936170213,True,True,78.0,19
Bad,74,311.0,32,118,15,0,0,93,5.0,6,6,15,0,53,0,0,0,6,,2,1,0.0,50,0.5319148936170213,True,True,100.0,7
Good,84,158.0,13,74,14,0,0,100,122.0,7,7,16,0,63,0,1,1,16,82.0,2,3,0.0,71,0.15600624024961,False,False,88.0,11
Bad,69,206.0,9,61,38,0,0,95,42.0,7,6,39,3,64,5,0,0,92,48.0,5,3,3.0,89,0.15600624024961,True,False,97.0,34
Good,87,215.0,34,80,18,0,0,100,122.0,7,7,24,0,33,36,1,1,2,,1,2,0.0,75,0.15600624024961,False,False,75.0,18
Good,63,202.0,8,61,11,1,1,67,11.0,6,6,13,1,50,0,0,0,11,46.0,2,3,0.5,71,0.5319148936170213,True,True,85.0,9
Bad,74,127.0,7,80,31,0,0,98,56.0,7,6,46,3,57,36,1,1,29,88.0,4,3,0.0,78,0.15600624024961,True,False,67.0,35
Good,72,172.0,2,76,23,1,1,96,12.0,7,6,25,4,36,0,3,3,22,,3,3,1.0,46,0.15600624024961,True,False,92.0,11
Bad,72,243.0,11,184,30,0,0,97,46.0,7,6,30,1,30,0,1,0,62,56.0,8,3,3.0,71,0.15600624024961,True,False,100.0,21
Good,60,154.0,5,76,35,3,1,82,4.0,6,4,38,3,34,4,1,1,26,3.0,6,2,2.0,89,0.5319148936170213,True,True,92.0,33
Good,85,176.0,3,71,29,0,0,100,122.0,7,7,32,3,34,36,4,4,1,,2,1,0.0,50,0.15600624024961,False,False,91.0,16
Bad,61,115.0,13,70,16,3,1,74,9.0,4,4,19,0,21,0,3,3,10,2.0,3,2,0.0,56,0.5319148936170213,True,True,84.0,10
Good,79,225.0,2,111,22,3,1,82,28.0,7,3,28,1,14,1,1,1,1,,1,1,0.0,30,0.15600624024961,True,False,79.0,8
Bad,71,183.0,15,73,11,1,0,85,50.0,7,2,13,0,46,0,1,1,49,50.0,2,2,0.0,67,0.15600624024961,True,False,85.0,8
Bad,58,195.0,2,57,26,0,0,100,122.0,7,7,27,4,33,36,4,4,72,100.0,9,2,3.0,92,0.15600624024961,False,False,96.0,24
Bad,62,215.0,7,81,23,2,1,80,16.0,7,2,25,1,20,0,2,1,65,100.0,9,1,3.0,71,0.15600624024961,True,False,92.0,17
Bad,72,183.5,2,16,4,0,0,100,122.0,7,7,6,3,50,36,0,0,29,100.0,2,2,0.0,67,0.15600624024961,False,False,67.0,4
Bad,88,293.0,26,75,19,0,0,100,122.0,7,7,35,0,16,0,0,0,1,,1,1,0.0,33,0.15600624024961,False,False,54.0,11
Bad,60,107.0,7,51,24,0,0,100,122.0,7,7,24,1,42,0,3,3,64,50.0,8,3,5.0,79,0.15600624024961,False,False,100.0,18
Bad,69,121.0,3,55,31,1,1,97,43.0,7,4,32,2,59,0,1,1,43,66.0,5,6,0.0,73,0.15600624024961,True,False,97.0,23
Bad,62,254.0,20,69,11,5,4,69,24.0,7,2,21,0,44,0,0,0,40,44.0,5,2,2.0,100,0.15600624024961,True,False,52.0,21
Bad,66,157.0,18,42,16,0,0,100,122.0,7,7,16,0,25,0,3,3,93,53.0,11,3,5.0,100,0.15600624024961,False,False,100.0,16
Bad,59,442.0,0,115,21,2,2,68,3.0,2,2,26,2,27,0,1,1,33,70.0,5,3,1.0,63,0.5319148936170213,True,True,81.0,16
Good,67,94.0,4,55,36,1,1,95,50.0,7,2,38,4,32,0,5,5,12,81.0,5,4,1.0,64,0.15600624024961,True,False,95.0,24
Bad,64,181.0,3,75,35,0,0,92,3.0,6,6,37,3,32,0,7,7,21,60.0,3,2,1.0,55,0.5319148936170213,True,True,95.0,20
Good,59,365.0,9,105,21,0,0,87,3.0,6,6,23,1,48,0,0,0,63,72.0,6,4,2.0,91,0.5319148936170213,True,True,91.0,20
Good,81,199.0,4,94,36,0,0,100,122.0,7,7,36,2,53,0,4,4,9,11.0,2,7,0.0,50,0.15600624024961,False,False,100.0,18
Good,79,112.0,2,52,39,0,0,100,122.0,7,7,77,3,12,1,2,2,22,51.0,4,2,1.0,55,0.15600624024961,False,False,51.0,42
Bad,73,169.0,6,105,20,0,0,95,21.0,7,6,21,1,14,0,0,0,39,21.0,2,2,0.0,57,0.15600624024961,True,False,95.0,11
Bad,67,228.0,19,126,10,0,0,82,15.0,7,6,12,0,18,36,3,3,37,,6,1,1.0,88,0.15600624024961,True,False,83.0,10
Bad,70,77.0,9,66,5,1,1,83,25.0,7,2,10,1,33,36,0,0,35,,1,2,0.0,100,0.15600624024961,True,False,50.0,10
Good,82,351.0,11,101,30,0,0,100,122.0,7,7,31,1,6,36,0,0,8,50.0,8,1,1.0,39,0.15600624024961,False,False,97.0,12
Good,86,206.0,18,100,18,0,0,100,122.0,7,7,24,0,38,36,2,2,0,,0,1,0.0,50,0.15600624024961,False,False,75.0,12
Bad,70,127.0,25,57,23,0,0,96,57.5,7,6,24,0,13,0,0,0,51,,9,2,1.0,67,0.15600624024961,True,False,96.0,16
Good,64,155.0,6,61,12,1,1,93,42.0,7,2,14,1,50,0,5,4,92,97.0,5,2,2.0,100,0.15600624024961,True,False,86.0,14
Bad,78,129.0,4,59,37,0,0,100,122.0,7,7,47,1,64,0,1,1,54,110.0,6,7,1.0,87,0.15600624024961,False,False,79.0,40
Good,87,156.0,6,104,13,0,0,100,122.0,7,7,13,1,15,0,0,0,26,,2,1,0.0,30,0.15600624024961,False,False,100.0,3
Good,81,207.0,14,105,27,0,0,96,46.0,7,6,56,0,32,0,1,1,1,40.0,1,3,0.0,44,0.15600624024961,True,False,48.0,24
Bad,73,196.0,145,164,5,1,1,71,47.0,7,3,19,0,29,36,0,0,27,,3,1,0.5,100,0.15600624024961,True,False,26.0,19
Bad,79,340.0,4,80,52,0,0,96,10.0,6,6,77,2,13,6,0,0,2,,2,1,0.0,12,0.5319148936170213,True,True,68.0,9
Bad,60,101.0,13,49,9,2,2,67,10.0,6,2,12,0,83,0,0,0,27,63.0,3,3,0.5,100,0.5319148936170213,True,True,75.0,12
Bad,45,341.0,6,75,25,2,1,85,1.0,5,5,48,3,35,1,1,1,89,,8,1,4.0,83,0.5319148936170213,True,True,52.0,39
Bad,69,447.0,1,167,21,3,0,80,29.0,7,5,25,1,32,8,0,0,72,,5,1,5.0,46,0.15600624024961,True,False,84.0,11
Bad,63,141.0,6,28,2,0,0,50,30.0,7,6,10,1,0,6,0,0,72,,2,2,0.0,100,0.15600624024961,True,False,20.0,10
Bad,68,128.0,8,65,17,0,0,100,122.0,7,7,17,2,65,0,6,6,81,50.0,2,5,2.0,88,0.15600624024961,False,False,100.0,14
Good,74,207.0,3,72,43,0,0,100,122.0,7,7,43,3,35,0,1,1,10,53.0,10,2,0.0,65,0.15600624024961,False,False,100.0,27
Bad,65,269.0,10,100,14,0,0,93,6.0,6,6,14,1,36,0,1,1,86,72.0,4,3,1.0,100,0.5319148936170213,True,True,100.0,14
Good,75,163.0,7,78,27,0,0,100,122.0,7,7,31,1,35,23,0,0,37,67.0,4,2,2.0,55,0.15600624024961,False,False,87.0,17
Good,79,142.0,20,74,23,0,0,100,122.0,7,7,25,0,28,0,1,1,23,,3,1,0.0,83,0.15600624024961,False,False,92.0,20
Good,89,395.0,2,132,11,0,0,100,122.0,7,7,12,1,25,2,2,2,7,99.0,3,1,0.0,67,0.15600624024961,False,False,92.0,8
Bad,71,200.0,23,94,25,0,0,71,5.0,6,6,28,0,36,8,0,0,3,14.0,2,2,0.0,44,0.5319148936170213,True,True,89.0,12
Good,67,256.0,4,67,23,0,0,96,5.0,6,6,23,4,39,0,0,0,9,79.0,7,4,3.0,92,0.5319148936170213,True,True,100.0,21
Bad,40,166.0,3,100,12,11,7,48,1.0,2,2,23,1,17,3,5,5,72,,11,1,3.0,87,0.5319148936170213,True,True,52.0,20
Bad,55,201.0,4,62,33,0,0,88,6.0,6,6,33,5,30,36,2,2,71,70.0,6,5,4.0,61,0.5319148936170213,True,True,100.0,20
Good,75,138.0,5,68,28,0,0,100,122.0,7,7,29,2,54,2,1,1,0,82.0,1,14,0.0,79,0.15600624024961,False,False,97.0,22
Bad,54,244.0,15,92,36,2,2,69,5.0,6,2,42,0,21,0,0,0,78,80.0,12,2,5.0,61,0.5319148936170213,True,True,86.0,25
Good,86,290.0,10,94,25,0,0,100,122.0,7,7,27,1,56,7,0,0,4,29.0,2,4,0.0,60,0.15600624024961,False,False,93.0,16
Good,89,225.0,3,81,11,0,0,100,122.0,7,7,12,2,73,1,3,3,6,91.0,1,3,0.0,80,0.15600624024961,False,False,92.0,9
Bad,66,165.0,6,69,21,2,1,59,23.0,7,3,27,4,48,0,1,1,22,71.0,2,3,0.0,63,0.15600624024961,True,False,78.0,17
Bad,80,318.0,10,79,28,0,0,96,15.0,7,6,28,2,21,36,1,1,7,,6,2,0.0,29,0.15600624024961,True,False,100.0,8
Good,81,134.0,2,60,25,0,0,100,122.0,7,7,27,2,15,36,1,1,32,48.0,6,3,0.0,100,0.15600624024961,False,False,93.0,27
Good,72,180.0,9,71,29,0,0,97,31.0,7,6,32,2,59,10,1,0,35,83.0,5,3,0.0,67,0.15600624024961,True,False,91.0,21
Bad,63,206.0,13,49,17,3,2,89,29.0,7,2,20,0,58,36,1,1,99,63.0,1,6,1.0,100,0.15600624024961,True,False,85.0,20
Good,57,183.0,4,73,24,0,0,79,2.0,6,6,24,3,29,1,4,4,59,77.0,6,3,2.0,82,0.5319148936170213,True,True,100.0,19
Good,66,166.0,5,65,19,0,0,100,122.0,7,7,19,3,16,0,7,7,55,,6,3,4.0,69,0.15600624024961,False,False,100.0,13
Bad,74,188.0,4,79,18,0,0,100,122.0,7,7,19,4,26,0,0,0,46,99.0,6,2,2.0,100,0.15600624024961,False,False,95.0,19
Good,66,52.0,7,7,1,0,0,100,122.0,7,7,2,1,0,36,3,3,48,,1,2,0.5,100,0.15600624024961,False,False,50.0,2
Good,84,157.0,3,74,35,0,0,100,122.0,7,7,35,3,11,36,3,3,2,5.0,1,3,0.0,44,0.15600624024961,False,False,100.0,15
Good,75,164.0,7,65,32,2,0,88,66.0,7,5,34,3,21,0,1,1,7,,4,1,0.0,63,0.15600624024961,True,False,94.0,21
